symbol,date,open,high,low,close,volume
AAPL,2023-02-17,164.66,166.68,165.3,166.21,4360410
AAPL,2023-02-20,172.27,174.46,169.74,171.32,7599717
AAPL,2023-02-21,168.97,169.87,164.58,169.04,5665792
AAPL,2023-02-22,167.06,169.94,164.12,165.58,3485425
AAPL,2023-02-23,161.95,162.07,160.52,161.22,7207675
AAPL,2023-02-24,163.74,165.59,162.01,165.03,1015675
AAPL,2023-02-27,161.93,164.89,159.41,162.05,4347713
AAPL,2023-02-28,159.44,159.55,157.57,158.45,6795001
AAPL,2023-03-01,160.21,162.82,156.38,159.39,4988963
AAPL,2023-03-02,158.9,161.77,155.81,157.36,7122599
AAPL,2023-03-03,155.25,156.57,155.09,155.49,1063201
AAPL,2023-03-06,153.51,155.31,151.77,153.4,4251999
AAPL,2023-03-07,153.47,155.85,152.5,154.78,6892637
AAPL,2023-03-08,152.21,156.84,151.0,153.61,3282944
AAPL,2023-03-09,155.26,157.81,151.48,155.16,6580666
AAPL,2023-03-10,156.92,156.15,155.91,155.96,5579744
AAPL,2023-03-13,156.09,161.91,155.03,157.46,1674431
AAPL,2023-03-14,155.18,154.79,151.27,154.43,1421999
AAPL,2023-03-15,155.35,157.97,152.67,155.78,6064785
AAPL,2023-03-16,157.18,157.2,152.46,156.56,7746462
AAPL,2023-03-17,157.12,158.46,153.84,157.81,5157518
AAPL,2023-03-20,154.24,157.38,154.09,154.18,1034762
AAPL,2023-03-21,150.55,155.38,150.66,151.07,5353235
AAPL,2023-03-22,151.4,154.15,148.26,151.98,3695635
AAPL,2023-03-23,153.93,155.38,151.04,155.35,7075196
AAPL,2023-03-24,156.46,157.04,152.36,156.0,3307352
AAPL,2023-03-27,154.44,156.18,151.43,153.31,5008349
AAPL,2023-03-28,159.66,160.56,154.7,158.72,2559041
AAPL,2023-03-29,156.22,158.97,154.2,155.54,2148104
AAPL,2023-03-30,151.22,153.94,148.54,151.98,2693571
AAPL,2023-03-31,151.79,155.42,151.45,151.65,4542000
AAPL,2023-04-03,150.21,150.07,147.67,148.87,1527384
AAPL,2023-04-04,149.59,152.02,149.04,151.05,3684584
AAPL,2023-04-05,151.64,156.21,152.34,152.47,3637912
AAPL,2023-04-06,149.69,150.32,149.41,150.23,686529
AAPL,2023-04-07,152.18,153.81,149.04,152.4,5568971
AAPL,2023-04-10,146.84,150.27,145.54,147.22,7839456
AAPL,2023-04-11,148.08,152.46,146.65,148.7,1174354
AAPL,2023-04-12,150.31,153.13,148.84,149.54,2161700
AAPL,2023-04-13,149.43,152.3,148.56,150.31,5710827
AAPL,2023-04-14,152.66,154.8,149.55,151.2,1276852
AAPL,2023-04-17,155.03,156.02,151.44,155.71,3565588
AAPL,2023-04-18,153.87,156.92,151.53,154.24,2872641
AAPL,2023-04-19,155.73,159.98,153.36,156.21,3441242
AAPL,2023-04-20,154.14,156.74,149.21,152.78,3904199
AAPL,2023-04-21,150.41,151.71,146.82,149.49,7880375
AAPL,2023-04-24,150.57,152.07,147.43,150.36,6187106
AAPL,2023-04-25,152.72,155.29,148.68,153.17,4759477
AAPL,2023-04-26,152.45,157.43,151.45,152.98,5766603
AAPL,2023-04-27,151.26,152.83,147.73,150.97,3329108
AAPL,2023-04-28,153.07,154.33,152.04,153.99,4110020
AAPL,2023-05-01,153.76,156.81,150.89,152.68,6746594
AAPL,2023-05-02,154.98,154.59,150.45,154.31,6799328
AAPL,2023-05-03,156.14,158.69,153.16,155.35,2010675
AAPL,2023-05-04,156.12,158.08,154.81,157.16,3705170
AAPL,2023-05-05,160.02,159.81,154.12,158.44,2604024
AAPL,2023-05-08,155.55,156.13,154.17,155.46,5221389
AAPL,2023-05-09,157.76,160.93,154.65,158.07,959802
AAPL,2023-05-10,155.62,155.63,150.3,154.77,4268787
AAPL,2023-05-11,154.63,154.97,151.67,154.9,7094182
AAPL,2023-05-12,159.52,160.74,157.4,158.21,1538435
AAPL,2023-05-15,157.83,159.38,156.6,158.73,702125
AAPL,2023-05-16,154.86,158.52,155.4,155.66,5212976
AAPL,2023-05-17,155.95,159.68,155.36,156.24,1107608
AAPL,2023-05-18,151.75,153.36,150.67,153.17,6558982
AAPL,2023-05-19,151.77,154.79,149.62,152.52,7566785
AAPL,2023-05-22,150.94,154.32,149.06,149.92,5900472
AAPL,2023-05-23,149.51,151.36,148.9,149.82,3626277
AAPL,2023-05-24,149.7,151.79,148.49,149.37,5963588
AAPL,2023-05-25,150.53,153.89,148.73,150.31,4657479
AAPL,2023-05-26,147.4,148.55,145.82,148.3,7432906
AAPL,2023-05-29,151.88,153.86,149.17,150.88,5148474
AAPL,2023-05-30,147.8,147.59,146.34,146.85,6276477
AAPL,2023-05-31,148.43,150.27,145.07,148.87,4370411
AAPL,2023-06-01,151.05,153.73,147.0,149.69,5254739
AAPL,2023-06-02,148.26,153.61,148.25,149.48,5960846
AAPL,2023-06-05,148.23,149.43,145.55,147.41,3571929
AAPL,2023-06-06,147.45,150.92,143.87,147.43,576559
AAPL,2023-06-07,141.36,143.39,138.84,142.07,3399150
AAPL,2023-06-08,141.93,141.13,139.64,140.86,2294057
AAPL,2023-06-09,144.98,147.78,139.8,143.75,5769523
AAPL,2023-06-12,143.84,148.34,141.77,144.58,900558
AAPL,2023-06-13,143.5,147.48,141.64,144.47,7448960
AAPL,2023-06-14,140.58,143.29,138.25,140.23,4136240
AAPL,2023-06-15,147.61,146.92,145.7,146.74,3138688
AAPL,2023-06-16,146.96,149.58,143.74,147.53,6889268
AAPL,2023-06-19,144.44,145.97,143.91,144.98,4671047
AAPL,2023-06-20,141.94,144.23,137.72,141.77,1387722
AAPL,2023-06-21,139.54,140.73,136.28,138.75,713696
AAPL,2023-06-22,140.04,143.46,136.7,139.8,542275
AAPL,2023-06-23,139.77,138.9,135.69,138.59,785372
AAPL,2023-06-26,133.44,135.78,131.22,134.59,7467942
AAPL,2023-06-27,134.5,136.78,132.14,134.51,6862474
AAPL,2023-06-28,136.53,137.22,136.19,136.71,2849784
AAPL,2023-06-29,136.0,136.75,134.3,136.2,3367183
AAPL,2023-06-30,133.94,135.81,129.54,132.9,3669421
AAPL,2023-07-03,134.21,136.85,132.3,134.15,5869732
AAPL,2023-07-04,132.76,132.62,130.84,131.94,7382535
AAPL,2023-07-05,132.46,134.16,131.42,133.0,2056567
AAPL,2023-07-06,132.12,134.14,132.52,133.1,3250058
AAPL,2023-07-07,135.29,136.11,131.57,135.15,3594604
AAPL,2023-07-10,139.83,142.63,137.84,140.14,922311
AAPL,2023-07-11,137.2,138.91,134.37,137.85,1733163
AAPL,2023-07-12,137.72,140.05,135.47,136.81,6660671
AAPL,2023-07-13,131.45,131.62,128.18,131.33,2457741
AAPL,2023-07-14,131.05,135.95,130.28,132.12,2538731
AAPL,2023-07-17,134.72,137.14,131.28,135.02,5580125
AAPL,2023-07-18,133.32,135.59,132.48,134.39,6640426
AAPL,2023-07-19,135.5,134.65,134.04,134.46,5144090
AAPL,2023-07-20,132.87,137.17,130.57,133.84,5747705
AAPL,2023-07-21,134.06,136.01,131.09,132.76,7298718
AAPL,2023-07-24,130.49,132.0,128.8,130.34,6424520
AAPL,2023-07-25,133.6,134.41,129.49,132.32,901925
AAPL,2023-07-26,138.3,140.05,137.3,139.26,3945237
AAPL,2023-07-27,136.54,138.91,137.11,137.71,6608838
AAPL,2023-07-28,140.16,144.04,137.75,140.51,6138187
AAPL,2023-07-31,139.24,143.59,138.18,140.28,6874738
AAPL,2023-08-01,142.06,144.23,138.62,142.08,1458974
AAPL,2023-08-02,140.66,141.95,138.85,141.73,4276634
AAPL,2023-08-03,140.45,141.69,139.01,139.8,1025927
AAPL,2023-08-04,138.72,140.21,135.04,139.03,2770908
AAPL,2023-08-07,141.08,141.39,139.99,141.15,3011280
AAPL,2023-08-08,142.58,145.81,141.23,141.69,2873071
AAPL,2023-08-09,144.01,145.18,141.49,142.69,770958
AAPL,2023-08-10,140.25,143.27,137.81,140.13,6687683
AAPL,2023-08-11,137.85,142.88,136.53,139.01,3213969
AAPL,2023-08-14,140.79,143.3,139.72,139.75,4852218
AAPL,2023-08-15,140.09,140.86,137.3,139.11,7173211
AAPL,2023-08-16,140.72,142.56,135.54,139.62,3540108
AAPL,2023-08-17,140.13,142.42,136.79,139.57,597017
AAPL,2023-08-18,140.7,145.05,139.27,141.53,4448351
AAPL,2023-08-21,140.2,144.05,138.87,139.93,4175872
AAPL,2023-08-22,141.56,142.48,139.38,141.14,4603110
AAPL,2023-08-23,145.38,148.92,142.83,146.73,982599
AAPL,2023-08-24,146.26,147.36,143.83,147.19,6500709
AAPL,2023-08-25,146.45,145.63,142.79,145.13,4964275
AAPL,2023-08-28,145.38,148.51,142.83,144.32,3481570
AAPL,2023-08-29,143.86,147.45,142.41,143.93,942630
AAPL,2023-08-30,142.92,145.99,142.37,142.93,4359886
AAPL,2023-08-31,145.96,147.09,144.89,145.36,1001502
AAPL,2023-09-01,145.01,148.15,142.94,144.75,6858929
AAPL,2023-09-04,145.73,149.51,145.28,145.58,6047761
AAPL,2023-09-05,144.32,149.29,142.55,145.28,7617145
AAPL,2023-09-06,144.7,146.18,140.41,143.89,753140
AAPL,2023-09-07,140.8,143.57,138.21,140.68,7700285
AAPL,2023-09-08,139.75,141.21,138.96,140.29,1052677
AAPL,2023-09-11,142.55,144.92,137.93,141.53,4336017
AAPL,2023-09-12,141.53,146.87,138.82,142.65,2205887
AAPL,2023-09-13,140.14,139.35,135.56,138.76,7452034
AAPL,2023-09-14,139.39,142.22,138.2,140.5,7888550
AAPL,2023-09-15,137.66,139.71,135.76,136.92,4703457
AAPL,2023-09-18,137.07,137.32,133.65,136.89,4078355
AAPL,2023-09-19,134.15,136.07,134.95,135.12,3847552
AAPL,2023-09-20,134.91,135.83,132.07,134.73,5347467
AAPL,2023-09-21,133.55,135.22,133.72,133.78,1565335
AAPL,2023-09-22,134.21,135.93,132.99,134.88,2140509
AAPL,2023-09-25,133.7,135.27,132.27,134.73,1035586
AAPL,2023-09-26,130.94,133.05,131.19,131.34,3469529
AAPL,2023-09-27,130.04,131.45,127.14,129.85,530648
AAPL,2023-09-28,130.4,132.75,130.01,130.46,3699136
AAPL,2023-09-29,132.39,133.6,130.88,133.17,5823241
AAPL,2023-10-02,136.96,138.44,135.02,136.39,6888495
AAPL,2023-10-03,136.66,138.2,135.91,136.31,5957590
AAPL,2023-10-04,142.58,145.6,140.98,141.56,2791013
AAPL,2023-10-05,138.91,142.42,136.22,140.3,1542970
AAPL,2023-10-06,142.26,141.97,139.11,140.87,2383643
AAPL,2023-10-09,145.2,146.06,141.61,145.64,7829547
AAPL,2023-10-10,147.97,147.84,143.9,147.05,3193123
AAPL,2023-10-11,149.71,153.79,149.21,149.81,7408366
AAPL,2023-10-12,151.26,153.14,146.54,150.39,1325421
AAPL,2023-10-13,148.82,149.09,144.35,148.75,4823451
AAPL,2023-10-16,147.25,149.39,146.89,147.82,7542246
AAPL,2023-10-17,145.64,149.41,145.89,146.7,7965782
AAPL,2023-10-18,144.81,148.04,146.0,146.08,5378716
AAPL,2023-10-19,144.82,145.24,140.31,143.6,3533244
AAPL,2023-10-20,145.13,144.33,142.43,143.77,6479231
AAPL,2023-10-23,140.22,141.78,137.45,141.24,2329935
AAPL,2023-10-24,139.09,140.51,135.49,139.6,7825273
AAPL,2023-10-25,138.56,142.33,138.04,138.67,4675670
AAPL,2023-10-26,140.35,139.7,135.32,139.34,5791862
AAPL,2023-10-27,138.78,143.62,137.04,139.48,4613983
AAPL,2023-10-30,139.87,141.98,139.96,140.17,3100875
AAPL,2023-10-31,138.21,143.04,136.42,139.28,3956020
AAPL,2023-11-01,137.14,138.96,135.47,136.66,1466553
AAPL,2023-11-02,136.47,137.57,135.1,135.86,6436959
AAPL,2023-11-03,134.62,137.68,135.26,135.37,5127067
AAPL,2023-11-06,135.32,136.37,134.27,136.1,5021422
AAPL,2023-11-07,137.62,137.91,137.34,137.86,4882187
AAPL,2023-11-08,133.06,135.39,130.01,133.89,5157046
AAPL,2023-11-09,131.92,133.63,132.96,133.04,2511200
AAPL,2023-11-10,134.94,138.6,134.58,135.04,5463014
AAPL,2023-11-13,136.83,138.27,133.76,137.8,5400133
AAPL,2023-11-14,140.35,141.84,137.48,139.72,6730795
AAPL,2023-11-15,137.64,139.67,135.45,138.58,1519784
AAPL,2023-11-16,137.54,138.05,134.62,137.3,6785097
AAPL,2023-11-17,133.91,137.7,134.1,135.1,6611245
AAPL,2023-11-20,133.83,135.51,134.73,134.77,5586076
AAPL,2023-11-21,134.58,136.06,130.64,133.58,6927516
AAPL,2023-11-22,132.25,135.48,130.76,133.12,4898924
AAPL,2023-11-23,128.88,131.55,127.31,129.69,4260952
AAPL,2023-11-24,130.93,130.91,129.94,130.52,6299522
AAPL,2023-11-27,134.77,135.54,133.68,133.8,3782912
AAPL,2023-11-28,132.39,135.23,130.35,132.73,7128736
AAPL,2023-11-29,132.9,132.53,130.42,131.62,7310398
AAPL,2023-11-30,127.76,129.14,125.11,128.96,1949499
AAPL,2023-12-01,126.84,131.45,127.97,128.09,4681035
AAPL,2023-12-04,129.74,133.44,126.83,129.99,1552279
AAPL,2023-12-05,127.43,129.04,126.22,126.74,7483381
AAPL,2023-12-06,125.83,129.42,125.49,126.11,6587489
AAPL,2023-12-07,127.35,131.34,125.5,128.18,1070362
AAPL,2023-12-08,128.57,132.39,125.42,128.7,4348158
AAPL,2023-12-11,126.49,129.14,125.72,126.65,2070044
AAPL,2023-12-12,124.65,125.41,122.64,124.74,978974
AAPL,2023-12-13,124.57,127.29,122.37,124.56,3840623
AAPL,2023-12-14,123.34,124.06,122.33,122.64,7958795
AAPL,2023-12-15,119.95,122.89,120.24,120.61,4495626
AAPL,2023-12-18,119.63,123.04,118.65,120.27,5092057
AAPL,2023-12-19,123.43,124.71,123.53,124.21,3267190
AAPL,2023-12-20,127.49,127.81,126.25,126.28,5197089
AAPL,2023-12-21,121.45,123.79,120.27,122.01,611418
AAPL,2023-12-22,121.36,123.11,120.73,121.82,2864964
AAPL,2023-12-25,120.98,121.24,117.93,120.68,3176616
AAPL,2023-12-26,117.73,117.63,116.76,117.51,4296977
AAPL,2023-12-27,114.94,117.26,113.9,115.27,3721295
AAPL,2023-12-28,117.75,119.46,115.95,117.22,5887212
AAPL,2023-12-29,119.71,121.13,116.14,118.6,1697910
AAPL,2024-01-01,120.61,124.31,119.61,120.84,2244414
AAPL,2024-01-02,121.38,123.86,120.28,121.2,1577143
AAPL,2024-01-03,121.22,122.17,120.69,121.24,3968063
AAPL,2024-01-04,119.15,122.37,119.2,119.38,3134356
AAPL,2024-01-05,118.66,119.31,116.48,118.16,2551905
AAPL,2024-01-08,118.56,119.99,116.03,118.79,2665419
AAPL,2024-01-09,118.39,120.57,118.28,119.49,7621506
AAPL,2024-01-10,119.21,121.5,115.39,118.74,1528044
AAPL,2024-01-11,120.9,122.15,118.48,120.04,7633677
AAPL,2024-01-12,121.38,120.75,118.14,120.3,5749383
AAPL,2024-01-15,117.3,117.35,114.02,116.52,5428330
AAPL,2024-01-16,117.18,119.81,116.38,116.6,3080152
AAPL,2024-01-17,118.19,119.33,114.01,117.38,7125405
AAPL,2024-01-18,112.87,113.47,109.64,112.71,4561423
AAPL,2024-01-19,115.25,115.25,113.53,114.7,5538057
AAPL,2024-01-22,113.49,116.58,113.44,114.61,5677691
AAPL,2024-01-23,114.46,115.33,113.18,114.09,640125
AAPL,2024-01-24,115.42,118.76,114.01,115.31,669430
AAPL,2024-01-25,114.36,116.87,115.23,115.37,3606649
AAPL,2024-01-26,116.74,116.32,114.37,116.02,4340066
AAPL,2024-01-29,115.48,115.9,113.92,114.47,4593005
AAPL,2024-01-30,113.3,115.14,112.24,113.77,1730375
AAPL,2024-01-31,109.35,112.98,109.54,110.05,3649599
AAPL,2024-02-01,109.6,110.93,107.93,110.35,3132473
AAPL,2024-02-02,107.83,111.01,105.63,108.77,5250758
AAPL,2024-02-05,113.41,115.67,113.0,113.5,7640719
AAPL,2024-02-06,113.03,112.47,109.71,112.3,3812286
AAPL,2024-02-07,112.32,115.52,111.58,112.53,5125624
AAPL,2024-02-08,111.59,112.47,109.26,110.63,5470474
AAPL,2024-02-09,111.66,115.09,110.13,112.79,3106159
AAPL,2024-02-12,113.28,114.71,111.0,112.29,4926836
AAPL,2024-02-13,112.99,116.87,112.33,113.62,1274478
AAPL,2024-02-14,114.57,115.8,112.88,114.26,2864001
AAPL,2024-02-15,111.95,113.16,109.49,112.23,7758422
AAPL,2024-02-16,108.35,111.02,107.11,108.19,5231088
AAPL,2024-02-19,108.83,110.02,105.86,109.13,6025802
AAPL,2024-02-20,109.03,109.14,105.41,108.4,2737452
AAPL,2024-02-21,107.13,109.16,106.17,106.44,5337477
AAPL,2024-02-22,104.75,107.49,105.47,105.58,6120348
AAPL,2024-02-23,108.73,109.58,105.9,108.14,3982565
AAPL,2024-02-26,108.84,110.02,107.13,107.8,2439624
AAPL,2024-02-27,109.9,109.22,108.57,109.21,5625603
AAPL,2024-02-28,108.25,109.52,106.27,107.8,862369
AAPL,2024-02-29,113.24,113.88,109.61,112.78,7700412
AAPL,2024-03-01,113.89,117.63,113.84,114.78,6719797
AAPL,2024-03-04,117.57,121.33,116.96,118.23,6951991
AAPL,2024-03-05,120.03,122.68,119.12,121.08,7560981
AAPL,2024-03-06,122.14,124.35,118.12,121.02,5936559
AAPL,2024-03-07,124.17,127.09,124.11,124.33,3366236
AAPL,2024-03-08,128.71,130.0,128.6,128.8,3275612
AAPL,2024-03-11,128.8,130.57,124.05,127.8,3891365
AAPL,2024-03-12,132.43,134.81,128.56,131.15,6782715
AAPL,2024-03-13,130.98,132.65,127.65,130.41,4755941
AAPL,2024-03-14,129.63,131.43,127.12,128.87,6803507
AAPL,2024-03-15,129.02,128.54,127.75,127.93,3727247
AAPL,2024-03-18,134.06,134.57,130.53,133.84,4520163
AAPL,2024-03-19,133.6,136.29,133.19,133.55,7162760
AAPL,2024-03-20,133.74,135.68,132.13,133.73,1469759
AAPL,2024-03-21,127.44,130.02,127.05,128.55,3045627
AAPL,2024-03-22,129.7,130.95,130.09,130.63,5538476
AAPL,2024-03-25,128.12,128.67,127.92,128.27,1490746
AAPL,2024-03-26,128.34,130.11,124.29,127.33,1391652
AAPL,2024-03-27,125.59,128.96,125.39,126.13,4329650
AAPL,2024-03-28,127.17,128.35,123.36,126.53,1346852
AAPL,2024-03-29,127.21,129.46,126.4,127.56,2616342
AAPL,2024-04-01,128.19,127.76,125.44,127.55,3382198
AAPL,2024-04-02,127.17,127.32,123.81,126.68,2337081
AAPL,2024-04-03,128.27,130.18,124.25,127.6,1838701
AAPL,2024-04-04,129.43,133.81,128.71,130.05,5946015
AAPL,2024-04-05,130.7,134.21,130.3,131.35,1810373
AAPL,2024-04-08,136.84,140.65,133.89,138.01,3242819
AAPL,2024-04-09,133.17,135.9,134.11,134.47,2603782
AAPL,2024-04-10,133.86,135.58,131.14,135.07,638234
AAPL,2024-04-11,136.41,137.48,135.28,135.49,1211909
AAPL,2024-04-12,137.44,140.22,136.49,136.68,713865
AAPL,2024-04-15,137.83,138.19,136.16,136.67,1305590
AAPL,2024-04-16,138.31,139.86,135.78,138.97,4235859
AAPL,2024-04-17,136.94,140.45,134.94,137.35,3260863
AAPL,2024-04-18,131.8,132.88,130.43,131.94,7443717
AAPL,2024-04-19,129.32,130.71,128.0,129.91,4330868
AAPL,2024-04-22,127.48,127.09,125.45,126.93,4792246
AAPL,2024-04-23,123.6,127.44,122.68,124.18,3239791
AAPL,2024-04-24,128.26,127.51,125.01,127.2,6537536
AAPL,2024-04-25,129.11,131.2,126.51,127.86,2106807
AAPL,2024-04-26,125.78,126.5,124.69,125.29,5507242
AAPL,2024-04-29,126.84,127.05,125.34,125.7,2247338
AAPL,2024-04-30,126.66,128.08,126.2,127.42,5724530
AAPL,2024-05-01,130.66,130.37,127.88,129.64,936789
AAPL,2024-05-02,131.44,132.36,127.42,130.49,1169979
AAPL,2024-05-03,123.83,127.36,120.49,124.02,5587520
AAPL,2024-05-06,129.08,131.27,128.81,129.25,6190677
AAPL,2024-05-07,130.23,133.64,129.48,131.06,5494893
AAPL,2024-05-08,127.88,130.08,128.17,128.78,2334574
AAPL,2024-05-09,130.73,134.09,130.21,131.1,4533376
AAPL,2024-05-10,131.05,132.26,127.72,130.11,3365953
AAPL,2024-05-13,134.07,134.45,132.85,133.24,6100437
AAPL,2024-05-14,134.98,136.73,132.6,134.62,2157565
AAPL,2024-05-15,131.74,135.8,130.6,132.12,5691154
AAPL,2024-05-16,130.83,135.6,128.38,132.01,2103523
AAPL,2024-05-17,129.0,129.24,128.2,128.84,844040
AAPL,2024-05-20,131.51,131.01,128.72,130.92,7629157
AAPL,2024-05-21,133.42,135.46,128.7,132.59,7769831
AAPL,2024-05-22,133.78,135.75,130.13,132.84,3349467
AAPL,2024-05-23,134.66,136.19,130.91,134.41,7772041
AAPL,2024-05-24,136.66,139.13,132.02,135.75,1627376
AAPL,2024-05-27,131.84,133.32,131.93,132.29,1045007
AAPL,2024-05-28,130.82,135.2,127.49,131.37,5037770
AAPL,2024-05-29,127.53,130.1,127.08,128.74,723727
AAPL,2024-05-30,124.46,125.11,122.22,125.05,2985248
AAPL,2024-05-31,123.8,125.23,123.73,123.89,6771305
AAPL,2024-06-03,122.62,127.28,121.49,123.69,7286527
AAPL,2024-06-04,123.35,126.46,121.39,122.98,1749382
AAPL,2024-06-05,121.09,121.96,119.17,120.9,1120369
AAPL,2024-06-06,122.3,125.34,119.84,121.96,7859215
AAPL,2024-06-07,121.71,124.99,119.28,122.15,5198908
AAPL,2024-06-10,122.33,123.54,119.94,123.08,4658561
AAPL,2024-06-11,127.8,128.96,125.05,126.9,6753333
AAPL,2024-06-12,129.94,128.81,128.16,128.69,7093238
AAPL,2024-06-13,129.25,129.13,127.18,128.77,7669758
AAPL,2024-06-14,132.32,133.12,129.96,131.46,7745814
AAPL,2024-06-17,131.16,132.29,127.84,130.06,7689642
AAPL,2024-06-18,133.4,135.05,129.72,133.4,3883272
AAPL,2024-06-19,138.74,142.25,135.21,138.99,7024219
AAPL,2024-06-20,134.93,133.73,130.27,133.65,3027514
AAPL,2024-06-21,134.63,136.51,131.31,134.2,1087463
AAPL,2024-06-24,136.79,137.54,133.65,136.67,1581744
AAPL,2024-06-25,134.64,137.03,131.8,135.42,6724822
AAPL,2024-06-26,135.93,140.2,135.54,136.7,5354957
AAPL,2024-06-27,137.56,141.4,133.86,137.8,5721358
AAPL,2024-06-28,133.46,134.24,132.49,132.89,3802295
AAPL,2024-07-01,136.21,135.8,132.97,135.72,2446065
AAPL,2024-07-02,133.05,136.96,132.38,134.27,1919762
AAPL,2024-07-03,135.68,136.19,135.36,135.43,7443628
AAPL,2024-07-04,137.25,137.41,136.21,136.7,3003857
AAPL,2024-07-05,140.29,143.38,138.33,139.73,4123873
AAPL,2024-07-08,140.36,142.95,137.39,140.22,6146004
AAPL,2024-07-09,141.52,141.54,141.01,141.02,4593515
AAPL,2024-07-10,145.16,145.96,140.93,143.95,2696098
AAPL,2024-07-11,143.82,145.57,141.21,142.88,4375398
AAPL,2024-07-12,143.56,146.33,140.56,144.35,6477465
AAPL,2024-07-15,143.61,145.79,140.95,142.49,6248539
AAPL,2024-07-16,141.22,143.74,140.71,141.59,5813333
AAPL,2024-07-17,141.63,143.66,138.24,142.51,4082889
AAPL,2024-07-18,144.04,148.27,144.95,145.21,1643280
AAPL,2024-07-19,142.61,142.16,141.48,142.07,2458433
AAPL,2024-07-22,139.76,144.38,137.7,140.41,6822689
AAPL,2024-07-23,140.7,143.02,137.32,139.59,7362721
AAPL,2024-07-24,140.71,144.21,139.67,140.51,1475365
AAPL,2024-07-25,135.49,139.43,135.57,136.66,3743188
AAPL,2024-07-26,136.09,137.27,134.03,135.51,5859930
AAPL,2024-07-29,138.32,140.03,135.59,138.17,7080099
AAPL,2024-07-30,137.43,139.95,133.41,136.74,6862882
AAPL,2024-07-31,134.45,135.69,133.07,133.89,5845253
AAPL,2024-08-01,132.98,135.02,132.13,133.15,828174
AAPL,2024-08-02,132.99,134.96,129.05,132.01,2633014
AAPL,2024-08-05,130.81,133.82,129.26,130.36,7777679
AAPL,2024-08-06,127.89,130.33,128.72,129.15,7714359
AAPL,2024-08-07,134.12,134.65,131.04,134.11,3733406
AAPL,2024-08-08,132.25,136.57,129.77,133.34,1135252
AAPL,2024-08-09,136.76,140.51,135.19,136.71,7225288
AAPL,2024-08-12,134.66,134.1,133.31,133.41,6346515
AAPL,2024-08-13,134.28,136.68,134.55,134.75,1482613
AAPL,2024-08-14,136.09,137.25,132.45,135.1,2832190
AAPL,2024-08-15,138.98,142.75,138.25,139.65,3266822
AAPL,2024-08-16,139.79,142.93,138.25,139.8,3525894
AAPL,2024-08-19,141.39,142.11,137.9,140.99,2432936
AAPL,2024-08-20,140.11,141.4,139.94,140.45,3302790
AAPL,2024-08-21,143.53,142.54,142.18,142.27,6721745
AAPL,2024-08-22,147.3,150.05,144.29,148.17,5164647
AAPL,2024-08-23,150.73,151.18,146.56,149.33,2427546
AAPL,2024-08-26,148.07,150.55,146.01,148.24,5924179
AAPL,2024-08-27,149.26,151.33,146.69,148.41,2527138
AAPL,2024-08-28,147.98,151.07,147.11,147.75,2499214
AAPL,2024-08-29,149.84,152.72,148.25,149.2,6823550
AAPL,2024-08-30,142.81,144.05,142.73,142.91,2868712
AAPL,2024-09-02,143.71,145.58,140.65,142.54,3589322
